logFC	AveExpr	t	P.Value	adj.P.Val	B
PSMD13	0.427553999999999	9.88946333333333	2.64549423361604	0.0132337876263111	0.131097850444416	-2.99710008038828
LOC101929461	0.443276764705883	2.62126481481481	2.64547518506403	0.0132343806803034	0.131097850444416	-2.99713888720954
MED20	0.724488529411762	5.91528555555556	2.64534618650647	0.0132383975484605	0.131097850444416	-2.99740168639304
AMACR /// C1QTNF3-AMACR	1.12373664705882	8.00377111111111	2.64530559788014	0.0132396616669431	0.131097850444416	-2.99748437307309
FBXW2	0.837702411764704	8.64100074074074	2.64498069192439	0.0132497848022022	0.131113066264796	-2.99814624159223
KHDRBS2	-0.215215411764705	2.84023	-2.64489520500573	0.0132524495266858	0.131113066264796	-2.99832037995541
LOC339902	-0.281533588235296	2.96928888888889	-2.64475487030567	0.0132568250013753	0.131113066264796	-2.99860623724191
LOC100509780	-0.499534235294116	4.67840555555556	-2.64460878465028	0.0132613812138149	0.131113066264796	-2.99890379982865
LOC100506388	-0.267908235294117	3.47167296296296	-2.64447894856792	0.0132654318485416	0.131113066264796	-2.9991682556931
UPF2	0.475190470588236	6.83283	2.64334811488664	0.0133007604384121	0.131385447932491	-3.00147127369369
VPS35	0.482592941176469	8.41232518518519	2.64328599254407	0.013302703751556	0.131385447932491	-3.00159777365023
GSG1	-0.22793588235294	4.74942518518518	-2.64268764667948	0.0133214347721071	0.131437882952102	-3.00281610046362
SMR3B	-0.310865764705883	2.9042562962963	-2.64242514589199	0.0133296600232167	0.131437882952102	-3.00335054377538
BBS7	0.276219235294118	5.47437518518519	2.64234224222455	0.0133322587256972	0.131437882952102	-3.00351932671069
PLEKHO1	-0.423297176470589	10.6050144444444	-2.64215034034217	0.0133382759020891	0.131437882952102	-3.00391000664137
MIOS	0.347427352941175	7.27672444444444	2.64209604535407	0.0133399788067213	0.131437882952102	-3.00402053915048
TNPO3	0.394663882352939	9.41910592592593	2.64199338816315	0.013343199093866	0.131437882952102	-3.00422952278559
LINC00652	-0.221943294117648	4.82828407407407	-2.64169715958725	0.0133524956449258	0.131437882952102	-3.00483254191103
ZNF436-AS1	0.337642411764707	3.66869333333333	2.6416933066206	0.0133526166024367	0.131437882952102	-3.0048403849661
LILRP2	-0.295074176470588	3.29630444444444	-2.64158282528526	0.0133560854153154	0.131437882952102	-3.00506527672947
SPATA31A1 /// SPATA31A3 /// SPATA31A5 /// SPATA31A6 /// SPATA31A7	-0.319710941176472	4.40723148148148	-2.6414549267311	0.0133601021295891	0.131437882952102	-3.00532561562085
LOC100130930	-0.27810823529412	5.55350518518518	-2.64130842910874	0.0133647043387087	0.131437882952102	-3.00562380424905
NOP56 /// SNORD110	-0.559826647058825	6.12191444444444	-2.64124921042701	0.013366565107082	0.131437882952102	-3.00574433824445
PNPLA1	-0.227993294117647	2.08708333333333	-2.64096073060447	0.0133756331661406	0.131437882952102	-3.00633148935995
LOC100130238	-0.382276705882353	4.14432074074074	-2.64063477983682	0.0133858859787215	0.131437882952102	-3.00699486195191
CHD4	0.284849999999999	10.7176	2.64042637399892	0.0133924452397119	0.131437882952102	-3.00741898339339
NDUFB3	0.835331764705881	9.21325037037037	2.64027835747556	0.0133971056554323	0.131437882952102	-3.0077201964252
VAPA	0.562062705882351	7.43451666666667	2.64027092385275	0.0133973397486715	0.131437882952102	-3.00773532356272
HDAC7	-0.259650588235294	11.0898037037037	-2.63995667074586	0.0134072394216249	0.131437882952102	-3.00837479427317
TGFB1I1	-0.540246705882355	8.01311333333333	-2.6398897489121	0.0134093484881153	0.131437882952102	-3.00851096725505
ZNF131	-0.409597294117646	7.81169259259259	-2.63988545699772	0.0134094837599363	0.131437882952102	-3.00851970040282
LOC101928449	-0.271745823529411	3.17712222222222	-2.63986762736585	0.0134100457248189	0.131437882952102	-3.00855597988604
KLF18	-0.232175588235294	3.49148962962963	-2.63946533944189	0.0134227311049838	0.131474738998952	-3.00937451235185
LOC105375297	-0.285756705882352	3.97017888888889	-2.63944013853794	0.0134235261391064	0.131474738998952	-3.00942578607809
CEP68	0.517348294117646	6.83081518518518	2.63891039370766	0.0134402485977724	0.131482662916882	-3.01050353927749
GUSBP4 /// LOC105369144 /// LOC105374718	0.540009117647059	2.17711925925926	2.63888596274094	0.0134410202780209	0.131482662916882	-3.01055324050441
NAT16	-0.398733529411767	6.03379444444444	-2.6385300922826	0.0134522655352231	0.131482662916882	-3.01127717697339
HMX2	-0.204900294117647	5.1960362962963	-2.63847181049183	0.0134541080336393	0.131482662916882	-3.01139573251677
HOXB9	0.651678823529412	9.4508937037037	2.63828033075758	0.013460163055668	0.131482662916882	-3.01178522583211
NMNAT1	0.47758394117647	5.24324	2.63826251431516	0.0134607265808664	0.131482662916882	-3.0118214658417
F11	-0.22877294117647	5.39033222222222	-2.6382537527969	0.0134610037113824	0.131482662916882	-3.01183928738999
USP32 /// USP32P2 /// USP32P3 /// USP6	0.994886176470589	6.57473518518518	2.63810175239864	0.0134658123937266	0.131482662916882	-3.01214846155729
ABT1	-0.44055917647059	8.33088111111111	-2.63787893913182	0.0134728642018687	0.131482662916882	-3.01260165313325
CCDC7	-0.347527352941177	5.29850851851852	-2.63787658127666	0.0134729388439153	0.131482662916882	-3.01260644878101
DYNLT1	0.862970705882353	7.89272407407407	2.63736468477783	0.0134891529459359	0.131593424267385	-3.01364753819688
SRGAP2	0.264515294117645	8.10930333333333	2.63698954683138	0.0135010468135383	0.131615716362919	-3.0144104159957
IGLJ3 /// IGLL5 /// IGLV3-19	-0.238387588235295	2.87105888888889	-2.63698570729326	0.0135011685977783	0.131615716362919	-3.01441822373064
BORA	0.672048176470586	5.76991555555556	2.63668612856292	0.013510673927937	0.131617333272553	-3.01502739963513
ASUN	0.824256176470588	5.77503888888889	2.63667380258352	0.0135110651522208	0.131617333272553	-3.01505246294596
SPG20	-0.295756588235295	6.86901111111111	-2.6362461273935	0.0135246460166329	0.13166631546538	-3.01592204439128
SMIM14	0.727157823529412	8.02977888888889	2.63610418394803	0.013529156252012	0.13166631546538	-3.01621063661487
DOK1 /// HTRA2	-0.254374470588234	5.6159737037037	-2.63570228198201	0.0135419342339602	0.13166631546538	-3.01702771495481
LOC105371026	-0.191868705882355	4.99022222222222	-2.63562559304407	0.0135443737412114	0.13166631546538	-3.01718361766229
COIL	0.642454529411769	7.61688259259259	2.63547884980788	0.0135490428455386	0.13166631546538	-3.0174819281063
LOC100506253	0.784701529411766	5.74661666666667	2.63542012983166	0.0135509116287098	0.13166631546538	-3.01760129572168
ZNF774	0.59751182352941	6.28868185185185	2.63529251000362	0.0135549740005848	0.13166631546538	-3.01786071962344
IL1RAPL2	-0.186608411764706	2.19674518518519	-2.63517824544958	0.0135586122117159	0.13166631546538	-3.01809298898005
LOC105370611	-0.271206647058825	4.19146074074074	-2.63481318498555	0.0135702419182678	0.13166631546538	-3.01883502076431
LOC284014	-0.384532294117646	8.06224592592593	-2.63465335147022	0.0135753366461841	0.13166631546538	-3.0191598841125
COA4	0.461749411764702	10.2794888888889	2.63463263326773	0.0135759971737253	0.13166631546538	-3.01920199325443
PAIP1	0.987742058823528	7.93188333333333	2.63463228891685	0.0135760081524034	0.13166631546538	-3.01920269313594
CLDN6	-0.310897000000001	5.52331296296296	-2.63452696788479	0.0135793664109275	0.13166631546538	-3.019416752103
LOC105371907	-0.289314705882354	5.52371111111111	-2.63424614964766	0.0135883243404272	0.13166872621935	-3.01998747506582
LOC105369490	-0.231809882352941	3.52602037037037	-2.63408666991811	0.013593414094806	0.13166872621935	-3.02031157928127
PLEKHB1	-0.753929470588235	5.68905333333333	-2.63398960606351	0.013596512731374	0.13166872621935	-3.0205088327158
ZNF721	0.554748058823528	6.06946518518519	2.63390907668506	0.0135990840254644	0.13166872621935	-3.0206724815725
RNF214	0.29999964705882	6.88620333333333	2.63370848334248	0.0136054909167917	0.131683628007531	-3.02108010752589
SLC7A9	0.698841529411764	3.36203666666667	2.63340102030038	0.0136153166485767	0.131731597273711	-3.02170486888756
NOC3L	0.305250588235293	5.76743518518519	2.63296972200139	0.0136291109702881	0.131808512249971	-3.02258119142266
HIST2H3A /// HIST2H3C	-0.655827294117653	7.5835562962963	-2.63279279709909	0.0136347733657257	0.131808512249971	-3.02294064794568
LCN9	-0.294050058823529	2.95373962962963	-2.63258926545732	0.013641290005374	0.131808512249971	-3.02335414393621
MEF2A	-0.320079941176473	7.60241481481482	-2.63253495559447	0.0136430293787705	0.131808512249971	-3.02346447704291
ZNF861P	-0.239998529411765	4.96946518518518	-2.63239138844336	0.0136476283754313	0.131808512249971	-3.02375613433536
LONP1	0.344387705882355	7.7859162962963	2.63222696726332	0.0136528971778169	0.131812339205676	-3.0240901454442
ANK1	-0.233509941176472	5.09220777777778	-2.6318554849774	0.0136648081314773	0.131880267418025	-3.02484474377282
NPR1	-0.267329294117649	6.76725444444444	-2.63157087533179	0.0136739402030744	0.131921337508405	-3.02542283478177
PI4KA	0.578193705882355	5.64603111111111	2.63136474486606	0.0136805577142436	0.131938127374588	-3.02584149866302
CDK5RAP3	0.509088411764704	9.14174185185185	2.6307842955098	0.0136992081929346	0.132070912343288	-3.02702032628708
ARL2	-0.421077588235292	7.30113592592593	-2.63007671806725	0.0137219754424154	0.132243277402288	-3.02845713442465
UBB /// UBBP4	0.399216117647057	8.6312237037037	2.62989196502326	0.0137279259134185	0.132253508479273	-3.02883225769513
METTL21D	-0.251445882352942	6.27985777777778	-2.62904788606572	0.0137551423171316	0.13230319576695	-3.03054588578646
SNORD43	-0.696985176470588	5.68124851851852	-2.62894858972771	0.0137583473179172	0.13230319576695	-3.03074745391982
LOC646214	-0.231453588235295	3.35076703703704	-2.6289291885189	0.0137589736144014	0.13230319576695	-3.03078683719102
LOC101928751	-0.258914588235294	3.3513462962963	-2.62873211904012	0.0137653367794068	0.13230319576695	-3.03118686673536
HS3ST3B1	-0.459218294117647	5.89462444444444	-2.62867390737786	0.0137672168962624	0.13230319576695	-3.03130502675561
IGHV3-53 /// IGHV3-66 /// IGHV3-72	-0.416556941176472	5.21268259259259	-2.62842200087251	0.0137753557126427	0.13230319576695	-3.03181633781281
DNAAF5	0.474775352941176	8.30699037037037	2.62839273180806	0.0137763016535318	0.13230319576695	-3.03187574531104
RNF187	0.408544705882356	8.93262814814815	2.62831983295885	0.0137786579192445	0.13230319576695	-3.03202370664347
FAM160A2	0.741919058823533	8.02298777777778	2.62830963175539	0.0137789876765254	0.13230319576695	-3.03204441163302
LOC105372228	-0.294739235294116	3.40144555555556	-2.6282167499142	0.0137819904506604	0.13230319576695	-3.03223292819751
LOC100128573	-0.311381588235293	4.42118407407407	-2.62771264195783	0.013798298364525	0.132345464397689	-3.03325601819252
RSG1	0.365737294117644	6.46350296296296	2.6276985185487	0.0137987555158845	0.132345464397689	-3.03328468010428
GH1 /// GH2	-0.397704176470588	5.51178333333333	-2.62762700990893	0.0138010703484356	0.132345464397689	-3.03342979769329
LINC01567	-0.337404117647059	7.34985962962963	-2.62702376949132	0.0138206124526494	0.13244918717707	-3.03465390597479
NAE1	0.497023117647062	8.72100851851852	2.62679245569605	0.0138281127401565	0.13244918717707	-3.0351232498819
GPT	-0.200918999999999	5.61627555555556	-2.6267232129604	0.0138303586536279	0.13244918717707	-3.03526374121941
MRPS24 /// URGCP-MRPS24	0.508131411764703	9.06432740740741	2.62666414834461	0.0138322747042851	0.13244918717707	-3.03538357978404
GTF3C3	0.415484823529413	6.27084444444444	2.62646532153311	0.0138387264428302	0.13244918717707	-3.03578697604948
S100PBP	0.475377647058825	6.51560814814815	2.62638716842736	0.0138412632023354	0.13244918717707	-3.03594553470898
ACBD6 /// LHX4-AS1	0.277369823529409	7.50977074074074	2.62587596909172	0.0138578668154362	0.13256117860367	-3.0369825995485
IFT140	0.467818235294113	5.90494777777778	2.62547057587459	0.0138710470476092	0.132640355154445	-3.03780493383943
C19orf38	-0.306454294117649	5.3104437037037	-2.6250021668574	0.0138862905858169	0.132739198914317	-3.03875500358159
PAPOLB	-0.16566688235294	3.01513777777778	-2.62435715517653	0.0139073068508409	0.132799883198516	-3.04006311484219
RAD17	0.739783470588239	6.22978740740741	2.62425329912057	0.0139106935329774	0.132799883198516	-3.04027372202553
OLAH	-0.282289117647058	2.65649259259259	-2.62418799451303	0.0139128234689563	0.132799883198516	-3.04040614919625
MAP3K4	-0.255398235294117	7.4981262962963	-2.62405625031664	0.0139171212822093	0.132799883198516	-3.04067329930766
CYP2T1P	-0.288137294117649	4.90145777777778	-2.62405431978937	0.0139171842698431	0.132799883198516	-3.04067721396203
LINC00851	-0.185381529411766	4.8658737037037	-2.62358113375263	0.0139326309904405	0.132839905435971	-3.04163667360067
AP3M1	0.566486705882352	6.18535518518518	2.62356385675535	0.0139331952837133	0.132839905435971	-3.04167170355927
PIM3	0.500607176470584	9.16422888888889	2.62313291221931	0.0139472774750665	0.132839905435971	-3.0425454216352
VSIG10	-0.319216000000001	8.35838185185185	-2.62298138820327	0.0139522320467328	0.132839905435971	-3.04285260916206
LOC100507079	-0.330259764705881	4.04311333333333	-2.62277126965458	0.0139591052669754	0.132839905435971	-3.04327856954641
IGHA1 /// IGHV2-5 /// IGHV4-31	-0.201607823529414	5.51209925925926	-2.62263254186533	0.0139636449391335	0.132839905435971	-3.0435597930441
MEX3B	-0.241480352941177	3.96858518518518	-2.62257654209634	0.0139654778419934	0.132839905435971	-3.04367331113135
WDR45	-0.240015941176468	5.84304814814815	-2.6221678481009	0.0139788613965558	0.132839905435971	-3.04450173931206
SEC11A	0.587304823529413	8.80254148148148	2.62212899804585	0.0139801342450215	0.132839905435971	-3.04458048501058
TNRC6B	0.487154117647062	8.34745333333333	2.62196677292056	0.0139854504089882	0.132839905435971	-3.04490929401392
BDH2	0.539206647058827	6.79612851851852	2.62194022169628	0.0139863206792773	0.132839905435971	-3.0449631087361
ZNF618	-0.553253176470587	7.50810259259259	-2.62183687931258	0.0139897084153326	0.132839905435971	-3.0451725628099
NBPF3	0.700992705882354	6.71667222222222	2.62182816205685	0.0139899942164482	0.132839905435971	-3.04519023070296
LOC338963	-0.279252999999999	6.42264296296296	-2.62182414027147	0.0139901260752285	0.132839905435971	-3.04519838193501
THOC3	-0.393870352941179	8.02237444444444	-2.62115781871771	0.0140119881485041	0.132983905748655	-3.04654876240364
ZNF582-AS1	-0.229241588235294	4.9497262962963	-2.62106234377642	0.0140151232917868	0.132983905748655	-3.04674223756666
ASCC2	-0.165839529411762	6.89042148148148	-2.62063586257905	0.0140291357686715	0.133025460503967	-3.04760643051415
TRAPPC2 /// TRAPPC2B	1.01180988235294	4.82272851851852	2.620629724751	0.014029337528383	0.133025460503967	-3.04761886720472
SGMS2	0.78619547058823	7.94623703703704	2.62028713399869	0.0140406032857208	0.133035854515252	-3.04831301035563
OSBPL7	-0.313154823529411	6.70395555555556	-2.62010441955533	0.0140466151087838	0.133035854515252	-3.04868319731915
SMIM13	0.522050999999999	4.86814222222222	2.62002067906083	0.0140493712083574	0.133035854515252	-3.04885285401141
SIRT3	0.296390294117648	6.29473888888889	2.61999839094864	0.0140501048480732	0.133035854515252	-3.04889800878599
TMUB1	-0.332263176470589	7.00496074074074	-2.61959528683406	0.0140633796502296	0.13309986861881	-3.04971464237255
LINC00511 /// LINC00673	0.535892058823531	6.19550148148148	2.61938049223148	0.0140704579101871	0.13309986861881	-3.05014975706888
LOC654841	-0.294474411764706	3.06182481481481	-2.61932950474745	0.014072138618926	0.13309986861881	-3.05025304063578
SCARNA14	-0.357644352941176	5.10170148148148	-2.61919582344941	0.0140765460638184	0.13309986861881	-3.0505238286547
NIF3L1	0.548769882352939	6.25238222222222	2.61883202290698	0.0140885469942677	0.133128477205105	-3.05126071121188
OTUD6B-AS1	-0.253306352941178	6.22133518518519	-2.61867245451431	0.0140938137842474	0.133128477205105	-3.05158390030908
ATG10	-0.292159882352939	7.28544851851852	-2.61865665692241	0.0140943353066473	0.133128477205105	-3.05161589606013
ZNF578	-0.355889294117648	5.22687444444444	-2.61832250475216	0.0141053708034839	0.133186209764694	-3.05229264707322
MS4A10	-0.311887588235296	3.19608666666667	-2.61774563818176	0.0141244409424614	0.133307568711368	-3.05346084459429
LOC105371736	-0.273617235294116	5.57928851851852	-2.61763566305335	0.014128079236119	0.133307568711368	-3.05368353546543
NLRP6	-0.509627058823526	5.6872762962963	-2.61748589356182	0.014133035443331	0.133307836406203	-3.05398679804163
SMG6-IT1	-0.488653235294118	7.75883555555556	-2.61727572866169	0.0141399929957407	0.133318629776609	-3.05441233605887
GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2C_2	0.698738411764706	6.72715259259259	2.61695318519405	0.014150677058738	0.133318629776609	-3.05506537765377
HSFY1 /// HSFY2	-0.199376411764704	3.1738562962963	-2.61694761837589	0.0141508615221986	0.133318629776609	-3.05507664817151
ALG14	0.701442411764706	5.09497407407407	2.61679409878508	0.0141559494663827	0.133318629776609	-3.05538745674671
BCL7C	-0.278044176470588	6.18063185185185	-2.61669477439972	0.0141592421800104	0.133318629776609	-3.05558853862154
C5orf28	-0.230131470588238	6.43703259259259	-2.61655885693185	0.0141637491489714	0.133318629776609	-3.05586369590334
ZNF835	-0.230497823529412	6.17065925925926	-2.61611979275487	0.0141783174576359	0.133367464418638	-3.05675250011801
IFNA13	-0.25462994117647	2.88582555555556	-2.61610533479327	0.0141787974149047	0.133367464418638	-3.0567817661179
MIPEPP3	-0.296416294117649	7.44387148148148	-2.61579842069527	0.01418898952873	0.1334007389088	-3.05740300365038
MS4A14	-0.205828411764706	3.54270666666667	-2.6156651896171	0.0141934160342766	0.1334007389088	-3.05767266904936
TSN	0.43795205882353	8.65086740740741	2.61535276757813	0.014203801064877	0.1334007389088	-3.05830499340621
SNORD114-12	-0.293679235294117	1.84699814814815	-2.61501716329542	0.0142149645523479	0.1334007389088	-3.05898418854405
TIMM21	0.670731470588237	5.31677259259259	2.61490228710828	0.0142187876491633	0.1334007389088	-3.05921666309123
DYNAP	-0.157537235294117	1.72996111111111	-2.61486352788667	0.0142200777775606	0.1334007389088	-3.05929509866016
LOC100132356	0.540577176470588	5.78005259259259	2.61467260158838	0.0142264344844447	0.1334007389088	-3.05968145914515
IFNA7	-0.156838294117647	1.76121703703704	-2.61455417816315	0.0142303786054932	0.1334007389088	-3.05992109383008
LOC101928626	-0.170081235294117	1.96869518518519	-2.61451640451346	0.0142316368799326	0.1334007389088	-3.05999752904474
LOC101928823	-0.20931911764706	4.56699851851852	-2.6143343608056	0.0142377023710644	0.1334007389088	-3.06036588664183
HBD	-0.169849823529413	2.04929148148148	-2.61432959209054	0.0142378612915719	0.1334007389088	-3.0603755357314
ALDOAP2	-0.217603117647059	2.77514037037037	-2.61408628407933	0.0142459718769836	0.1334007389088	-3.06086783526945
STMN1	0.696614764705885	10.0583637037037	2.61400961775359	0.0142485284112932	0.1334007389088	-3.06102295329244
FAM180B	-0.254778176470588	5.03043888888889	-2.61392433587365	0.0142513727431034	0.1334007389088	-3.06119549996022
HMGB3	1.25597270588236	7.10402037037037	2.61365035241458	0.0142605142456318	0.133409597594153	-3.0617498152413
B3GNT6	-0.426930176470588	5.71826888888889	-2.6136003754021	0.0142621823244969	0.133409597594153	-3.06185092363066
STXBP3	0.930688411764706	5.49671	2.61321286638436	0.0142751223399088	0.133484483076119	-3.06263485426417
SCN7A	-0.349130176470587	3.6117937037037	-2.61295228795792	0.0142838299221718	0.13351975364706	-3.06316196643892
GOT1	0.806283529411766	7.65653	2.612510398669	0.0142986075400203	0.133609843952408	-3.0640557743659
KCNMB2	-0.239844705882353	3.67731333333333	-2.61236880498095	0.0143033457077544	0.133609843952408	-3.06434215687329
HDHD2	0.573563764705883	5.60449925925926	2.61186170882186	0.0143203267071698	0.133630320384149	-3.06536771818059
LINC00028	-0.162152529411764	4.70502703703704	-2.61175354106461	0.0143239513172584	0.133630320384149	-3.06558646384287
SYMPK	-0.364704882352941	8.37862	-2.61169249703174	0.0143259972275851	0.133630320384149	-3.06570990974491
LOC101929657	-0.263607352941177	2.50961	-2.6115409841031	0.0143310764057365	0.133630320384149	-3.06601629855212
TBPL1	-0.317176058823529	4.67304444444444	-2.61148659311595	0.0143329001667309	0.133630320384149	-3.0661262852611
LOC644135	-0.327325411764707	5.45056777777778	-2.61141871927805	0.0143351763180098	0.133630320384149	-3.06626353444552
LOC641737	-0.256692294117649	6.06539407407407	-2.61101634159008	0.0143486769676267	0.133638693900355	-3.06707714871681
LOC100130745	-0.256241999999999	6.20151555555556	-2.61082731939246	0.0143550231537972	0.133638693900355	-3.06745932956776
BCL2L2-PABPN1 /// PABPN1	0.355986470588238	10.7942703703704	2.61068501134522	0.0143598026914846	0.133638693900355	-3.06774704925195
SNRK	-0.218938117647061	6.82459592592593	-2.61049421664075	0.0143662130159427	0.133638693900355	-3.06813278540508
PMCHL1 /// PMCHL2	-0.415251000000001	6.60345333333333	-2.61045767968587	0.0143674408887022	0.133638693900355	-3.06820665154377
MFSD14A	0.695382882352942	5.69654333333333	2.61045253920707	0.0143676136491271	0.133638693900355	-3.06821704391394
LOC100508631	-0.184523705882354	2.32264259259259	-2.61032494943007	0.0143719022855647	0.133638693900355	-3.06847498498678
CCDC62	-0.207945411764706	2.20927259259259	-2.61017737216816	0.0143768642391945	0.133638693900355	-3.06877332450132
VPS4B	0.643418529411767	7.66629962962963	2.61006822208992	0.0143805351894105	0.133638693900355	-3.06899397401677
TENM1	-0.29017529411765	4.76282296296296	-2.60988412785235	0.0143867286455263	0.133650337678151	-3.06936611281573
ILVBL	0.573775529411762	6.65198592592593	2.60972218084791	0.0143921790549925	0.133655073050346	-3.0696934693041
CDK6	0.550159411764705	8.08624333333333	2.6093261801402	0.0144055147463827	0.133693472278555	-3.07049388763662
PITPNA	0.53108494117647	6.45836518518519	2.60916720479789	0.0144108716183591	0.133693472278555	-3.07081519745946
AFAP1L2	1.09782452941176	8.10670814814815	2.60902200520673	0.01441576591679	0.133693472278555	-3.07110865476041
CD96	-0.426845529411765	4.61921259259259	-2.6089145349951	0.0144193894512888	0.133693472278555	-3.07132585255444
TCEB1	0.666274823529414	7.66158962962963	2.60886605231351	0.0144210244014796	0.133693472278555	-3.07142383457611
MEOX2	-0.261349647058821	3.64185148148148	-2.60844021477417	0.0144353920496734	0.133744818627664	-3.07228439379769
MAP1LC3A	-0.43764641176471	9.95071814814815	-2.60840884676944	0.0144364509238792	0.133744818627664	-3.0723477810015
VMO1	-0.244889058823531	4.99463740740741	-2.60793986958902	0.0144522905633392	0.133845725545858	-3.0732954184137
OK/SW-CL.36	-0.205323470588236	3.75380074074074	-2.60766464969132	0.0144615935955719	0.133879794428231	-3.07385149459702
TUBGCP6	-0.323555470588234	6.59615111111111	-2.60748643026884	0.0144676207684962	0.133879794428231	-3.07421156509908
ZNF585A	-0.359513588235294	5.23164740740741	-2.60732038088987	0.0144732384652121	0.133879794428231	-3.07454703464223
ANXA13	0.848610647058822	4.14942259259259	2.60724571613938	0.0144757651450013	0.133879794428231	-3.07469787578089
AACSP1	-0.288494705882353	3.23012481481481	-2.60700023240785	0.0144840752848684	0.133910869653541	-3.07519379551868
LOC105377806	-0.298234411764706	3.81904222222222	-2.60673873918277	0.0144929322555177	0.133946977579865	-3.07572202733889
PLS1	0.80681582352941	5.58323185185185	2.60623385389884	0.014510047337054	0.134059358115432	-3.07674183834291
AASDH	0.723558941176472	7.47011185185185	2.60608371002592	0.0145151406785092	0.134060630124627	-3.07704508976528
LTV1	0.564602235294116	6.3057337037037	2.60565611085774	0.0145296552596188	0.134148885352631	-3.07790867274227
PAFAH1B2	0.450154823529417	8.50460518518518	2.60546295188444	0.0145362163385514	0.134163672599964	-3.07829875123524
PEX13	0.999507529411766	7.77486444444444	2.60522439631278	0.0145443232141878	0.134192712002118	-3.07878048350725
FLJ13224	-0.247088411764705	6.40405518518519	-2.6050779516694	0.0145493019487058	0.134192879753287	-3.07907619689727
MBTD1	-0.262509176470589	7.73970555555556	-2.60407231670781	0.0145835336980876	0.134462765371734	-3.08110659851237
TXNDC2	-0.264698058823529	4.62164074074074	-2.60391715696564	0.0145888219838671	0.134465694142273	-3.08141982918153
CCDC142 /// MRPL53	0.305927058823529	5.95954925925926	2.60355278508266	0.0146012478199842	0.134534385567511	-3.08215536673693
SMG1P2	-0.322846882352941	3.28977296296296	-2.60301318968559	0.0146196672028803	0.134596026946226	-3.08324450825141
PNRC2	0.726852588235294	7.34275407407407	2.60300786881913	0.0146198489409823	0.134596026946226	-3.08325524745198
CYP7B1	-0.517451294117645	4.49849666666667	-2.60287847055492	0.0146242692799036	0.134596026946226	-3.08351641036047
LOC105375222	-0.209676411764706	3.98389148148148	-2.60274662013418	0.0146287746632954	0.134596026946226	-3.08378251464466
OSTN	-0.196070764705881	2.63811296296296	-2.60261856306098	0.0146331516606544	0.134596026946226	-3.08404095556726
BPIFA1	-0.225442529411765	3.3919362962963	-2.60235753486577	0.0146420773852757	0.134596026946226	-3.08456773185028
LINC00491	-0.21917	2.13732592592593	-2.60233740123736	0.0146427660543673	0.134596026946226	-3.08460836188275
TNAP	-0.311049352941176	3.97015888888889	-2.60162900765269	0.0146670157597198	0.134740396747403	-3.08603779652843
FAM175A	0.813877764705879	8.40311444444444	2.60158761983498	0.0146684336988431	0.134740396747403	-3.08612130407676
PPM1F	-0.265794588235296	7.30331814814815	-2.60045955321174	0.0147071301212276	0.134966053670397	-3.08839708803184
FLJ40288	-0.226813882352941	6.39868074074074	-2.60041782668906	0.0147085632960076	0.134966053670397	-3.08848125690499
IGHG1 /// IGHM /// IGHV1-17 /// IGHV4-31	-0.218792764705881	4.34158740740741	-2.60030154436451	0.0147125579124801	0.134966053670397	-3.08871581224639
SLC26A7	-0.250239117647058	2.43538296296296	-2.60007538219013	0.0147203300886813	0.134966053670397	-3.08917199084923
HERC2P5 /// HERC2P8	-0.275256411764706	6.84049259259259	-2.59984213935092	0.0147283495896013	0.134966053670397	-3.08964242720301
CLPTM1L	0.661049647058817	9.53584555555556	2.59968170193821	0.0147338682041639	0.134966053670397	-3.08996600522855
RPL10 /// SNORA70	-0.383541529411769	7.74357111111111	-2.59941878077476	0.0147429161360222	0.134966053670397	-3.09049625230342
AKR1D1	-0.176462176470588	1.85598481481481	-2.59941667386219	0.0147429886622484	0.134966053670397	-3.09050050129949
NCS1	-0.431395117647059	6.31773814814815	-2.59939308324983	0.0147438007442437	0.134966053670397	-3.0905480761879
HYALP1	-0.217039588235294	2.06231555555556	-2.59932669345115	0.0147460863661431	0.134966053670397	-3.09068196229953
HOXD3	-0.371308000000001	5.26743851851852	-2.59927459572983	0.0147478801807516	0.134966053670397	-3.09078702465388
HERPUD1	0.976975999999999	7.22051296296296	2.59871537869709	0.0147671477565503	0.135008356633443	-3.09191468674733
CXorf58	-0.190440764705883	2.21549814814815	-2.59848518886344	0.0147750856353119	0.135008356633443	-3.09237882378591
C8orf22	-0.181186294117647	2.58085925925926	-2.59836499061549	0.0147792321328338	0.135008356633443	-3.09262117272939
LOC105377213	-0.301987411764706	2.79027222222222	-2.59835684458716	0.0147795131867281	0.135008356633443	-3.09263759686974
DENND4B	0.366165705882354	8.35976222222222	2.59822994294726	0.0147838921822474	0.135008356633443	-3.09289345391255
GSTTP2	-0.192565411764705	4.17176888888889	-2.59820109484719	0.0147848878118471	0.135008356633443	-3.09295161596951
CCNT1	-0.369474823529411	6.9042262962963	-2.59802280856674	0.0147910423577596	0.135008356633443	-3.0933110592402
CELA2A /// CELA2B	-0.28704205882353	7.42576518518519	-2.59798267118402	0.014792428251572	0.135008356633443	-3.09339197829892
BZW1	0.869903647058825	7.37534888888889	2.59772804100766	0.0148012231237402	0.135043065073666	-3.09390530901927
